ID,Module,Feature Group,Endpoint,Role,User Story,Expected Behaviour,Params,Status,Test Result / Errors,Automated Test Coverage,Notes
US-248,Property Management,pm-documents,POST /api/v1/pm/documents/upload,Authenticated user,"As authenticated user, I want to upload property document.",Upload property document.,,Pending,,,
US-249,Property Management,pm-documents,PATCH /api/v1/pm/documents/{document_id},Authenticated user,"As authenticated user, I want to update property document metadata.",Update property document metadata.,document_id,Pending,,,
US-250,Property Management,pm-documents,GET /api/v1/pm/documents/{document_id}/download,Authenticated user,"As authenticated user, I want to download property document.",Download property document.,document_id,Pending,,,
US-251,Property Management,pm-expenses,POST /api/v1/pm/expenses,Authenticated user,"As authenticated user, I want to create expense.",Create expense.,,Pending,,,
US-252,Property Management,pm-expenses,GET /api/v1/pm/expenses,Authenticated user,"As authenticated user, I want to list expenses.",List expenses.,"owner_id,property_id,category,start_date,end_date",Pending,,,
US-253,Property Management,pm-expenses,PATCH /api/v1/pm/expenses/{expense_id},Authenticated user,"As authenticated user, I want to update expense.",Update expense.,expense_id,Pending,,,
US-254,Property Management,pm-inspections,POST /api/v1/pm/inspections,Authenticated user,"As authenticated user, I want to create inspection checklist.",Create inspection checklist.,,Pending,,,
US-255,Property Management,pm-inspections,GET /api/v1/pm/inspections,Authenticated user,"As authenticated user, I want to list inspection checklists.",List inspection checklists.,"owner_id,lease_id,property_id",Pending,,,
US-256,Property Management,pm-inspections,GET /api/v1/pm/inspections/{inspection_id},Authenticated user,"As authenticated user, I want to get inspection checklist.",Get inspection checklist.,inspection_id,Pending,,,
US-257,Property Management,pm-inspections,POST /api/v1/pm/inspections/{inspection_id}/sign,Authenticated user,"As authenticated user, I want to sign inspection checklist.",Sign inspection checklist.,inspection_id,Pending,,,
US-258,Property Management,pm-leases,POST /api/v1/pm/leases,Authenticated user,"As authenticated user, I want to create lease.",Create lease.,,Pending,,,
US-259,Property Management,pm-leases,GET /api/v1/pm/leases,Authenticated user,"As authenticated user, I want to list leases.",List leases.,"owner_id,property_id,tenant_user_id,status",Pending,,,
US-260,Property Management,pm-leases,GET /api/v1/pm/leases/{lease_id},Authenticated user,"As authenticated user, I want to get lease.",Get lease.,lease_id,Pending,,,
US-261,Property Management,pm-leases,POST /api/v1/pm/leases/{lease_id}/renew,Authenticated user,"As authenticated user, I want to renew lease.",Renew lease.,lease_id,Pending,,,
US-262,Property Management,pm-leases,POST /api/v1/pm/leases/{lease_id}/terminate,Authenticated user,"As authenticated user, I want to terminate lease.",Terminate lease.,lease_id,Pending,,,
US-263,Property Management,pm-leases,POST /api/v1/pm/leases/{lease_id}/upload-signed,Authenticated user,"As authenticated user, I want to upload signed lease.",Upload signed lease.,lease_id,Pending,,,
US-264,Property Management,pm-maintenance,POST /api/v1/pm/maintenance/requests,Authenticated user,"As authenticated user, I want to submit maintenance request.",Submit maintenance request.,,Pending,,,
US-265,Property Management,pm-maintenance,GET /api/v1/pm/maintenance/requests,Authenticated user,"As authenticated user, I want to list maintenance requests.",List maintenance requests.,"owner_id,property_id,lease_id,request_status,work_order_status",Pending,,,
US-266,Property Management,pm-maintenance,PATCH /api/v1/pm/maintenance/requests/{request_id},Authenticated user,"As authenticated user, I want to update maintenance request.",Update maintenance request.,request_id,Fixed & Verified,"BUG: status state-machine referenced non-existent statuses (in_progress/on_hold) and omitted real ones (in_review/work_order_created), blocking all valid transitions. Rewrote ALLOWED_TRANSITIONS to match MaintenanceRequestStatus enum. Verified by test.",,
US-267,Property Management,pm-properties,POST /api/v1/pm/properties,Authenticated user,"As authenticated user, I want to create managed property.",Create managed property.,"owner_id,management_status,payment_due_day,grace_period_days",Pending,,,
US-268,Property Management,pm-properties,GET /api/v1/pm/properties,Authenticated user,"As authenticated user, I want to list managed properties.",List managed properties.,"owner_id,occupancy,q",Pending,,,
US-269,Property Management,pm-properties,GET /api/v1/pm/properties/{property_id},Authenticated user,"As authenticated user, I want to get managed property.",Get managed property.,property_id,Pending,,,
US-270,Property Management,pm-properties,PATCH /api/v1/pm/properties/{property_id},Authenticated user,"As authenticated user, I want to update managed property.",Update managed property.,property_id,Pending,,,
US-271,Property Management,pm-public,GET /api/v1/pm/public/applications/{slug},Public,"As public, I want to get public application form.",Get public application form.,slug,Pending,,,
US-272,Property Management,pm-public,POST /api/v1/pm/public/applications/{slug}/submit,Public,"As public, I want to submit public application.",Submit public application.,slug,Pending,,,
US-273,Property Management,pm-rent,GET /api/v1/pm/rent/charges,Authenticated user,"As authenticated user, I want to list rent charges.",List rent charges.,"as_tenant,owner_id,lease_id,property_id,status",Pending,,,
US-274,Property Management,pm-rent,POST /api/v1/pm/rent/charges/generate,Authenticated user,"As authenticated user, I want to generate rent charges.",Generate rent charges.,,Pending,,,
US-275,Property Management,pm-rent,POST /api/v1/pm/rent/charges/{charge_id}/tenant-payment-intent,Authenticated user,"As authenticated user, I want to create tenant payment intent.",Create tenant payment intent.,charge_id,Pending,,,
US-276,Property Management,pm-rent,POST /api/v1/pm/rent/payments,Authenticated user,"As authenticated user, I want to record rent payment.",Record rent payment.,,Pending,,,
US-277,Property Management,pm-rent,GET /api/v1/pm/rent/payments,Authenticated user,"As authenticated user, I want to list rent payments.",List rent payments.,"as_tenant,owner_id,lease_id,property_id",Pending,,,
US-278,Property Management,pm-reports,GET /api/v1/pm/reports/expenses,Authenticated user,"As authenticated user, I want to get expense report.",Get expense report.,"owner_id,start,end",Pending,,,
US-279,Property Management,pm-reports,GET /api/v1/pm/reports/income,Authenticated user,"As authenticated user, I want to get income report.",Get income report.,"owner_id,start,end",Pending,,,
US-280,Property Management,pm-reports,GET /api/v1/pm/reports/maintenance,Authenticated user,"As authenticated user, I want to get maintenance report.",Get maintenance report.,owner_id,Pending,,,
US-281,Property Management,pm-reports,GET /api/v1/pm/reports/occupancy,Authenticated user,"As authenticated user, I want to get occupancy report.",Get occupancy report.,owner_id,Pending,,,
US-282,Property Management,pm-reports,GET /api/v1/pm/reports/pnl,Authenticated user,"As authenticated user, I want to get profit & loss report.",Get profit & loss report.,"owner_id,start,end",Pending,,,
US-283,Property Management,pm-reports,GET /api/v1/pm/reports/rent-roll,Authenticated user,"As authenticated user, I want to get rent roll report.",Get rent roll report.,owner_id,Pending,,,
US-284,Property Management,pm-tenants,GET /api/v1/pm/tenants,Authenticated user,"As authenticated user, I want to list owner tenants.",List owner tenants.,owner_id,Pending,,,
US-285,Property Management,pm-tenants,GET /api/v1/pm/tenants/{tenant_user_id},Authenticated user,"As authenticated user, I want to get tenant details.",Get tenant details.,"tenant_user_id,owner_id",Pending,,,
US-286,Vastu,vastu,POST /api/v1/vastu/analyze,Public,"As public, I want to analyze floor plan vastu.","Analyze a floor plan image for Vastu Shastra compliance. This is a **public endpoint** - no authentication required. Upload a floor plan image and receive a comprehensive Vastu analysis including: - Overall Vastu score (1-10) - Room-by-room analysis with status ratings - Major defects identified with severity levels - Practical remedies and improvement suggestions - Full markdown report for display/download **Supported image formats:** JPEG, PNG, WebP (max 5MB) **North Direction Options:** - `up`: North is at the top of the image - `down`: North is at the bottom - `left`: North is to the left - `right`: North is to the right - `unknown`: Not sure (AI will attempt to detect) **AI Provider Options:** - `glm`: ZhipuAI GLM-5V-Turbo (default) - `gemini`: Google Gemini 3.1 Flash-Lite",,Pending,,,
US-287,Vastu,vastu,GET /api/v1/vastu/health,Public,"As public, I want to vastu health check.",Health check endpoint for the Vastu analyzer service.,,Pending,,,
US-288,Virtual Tours,ai,GET /api/v1/ai/jobs,Authenticated user,"As authenticated user, I want to list AI jobs.",List AI processing jobs for the current user. Returns jobs with optional status filtering and cursor pagination.,status_filter,Pending,,,
US-289,Virtual Tours,ai,GET /api/v1/ai/jobs/{job_id},Authenticated user,"As authenticated user, I want to get AI job.",Get the status and result of an AI processing job. Returns the job details including progress and results if completed.,job_id,Pending,,,
US-290,Virtual Tours,ai,POST /api/v1/ai/jobs/{job_id}/cancel,Authenticated user,"As authenticated user, I want to cancel AI job.",Cancel a running AI processing job. Only pending or processing jobs can be cancelled.,job_id,Pending,,,
US-291,Virtual Tours,ai,POST /api/v1/ai/scenes/{scene_id}/analyze,Authenticated user,"As authenticated user, I want to analyze scene.","Analyze a single scene using AI. Returns room type, suggested title/description, and quality assessment.",scene_id,Pending,,,
US-292,Virtual Tours,ai,POST /api/v1/ai/scenes/{scene_id}/apply-hotspots,Authenticated user,"As authenticated user, I want to apply hotspot suggestions.",Apply AI hotspot suggestions to a scene. Creates hotspots based on the selected suggestion IDs.,"scene_id,job_id",Pending,,,
US-293,Virtual Tours,ai,POST /api/v1/ai/scenes/{scene_id}/description,Authenticated user,"As authenticated user, I want to generate scene description.",Generate AI description for a scene. Creates a compelling description based on the panorama content.,scene_id,Pending,,,
US-294,Virtual Tours,ai,POST /api/v1/ai/scenes/{scene_id}/hotspots,Authenticated user,"As authenticated user, I want to suggest scene hotspots.",Get AI-suggested hotspots for a scene. Analyzes the panorama to suggest optimal navigation and info hotspot placements.,scene_id,Pending,,,
US-295,Virtual Tours,ai,POST /api/v1/ai/tours/generate,Authenticated user,"As authenticated user, I want to generate tour.",Generate a new tour from uploaded 360 images using AI. Accepts multipart/form-data with image files and tour options. Images are uploaded to storage and then processed by AI to: - Detect room types - Generate scene titles and descriptions - Optionally suggest hotspot placements,,Pending,,,
US-296,Virtual Tours,ai,POST /api/v1/ai/tours/{tour_id}/analyze,Authenticated user,"As authenticated user, I want to analyze tour scenes.","Analyze all scenes in a tour using AI. Detects room types, suggests titles/descriptions, and evaluates image quality. Returns a job ID for tracking progress.",tour_id,Pending,,,
US-297,Virtual Tours,ai,POST /api/v1/ai/tours/{tour_id}/apply-analysis,Authenticated user,"As authenticated user, I want to apply scene analysis.",Apply AI scene analysis suggestions to scenes. Updates scene titles and descriptions based on selected suggestions.,tour_id,Pending,,,
US-298,Virtual Tours,ai,POST /api/v1/ai/tours/{tour_id}/descriptions,Authenticated user,"As authenticated user, I want to generate tour descriptions.",Generate AI descriptions for all scenes in a tour. Creates descriptions for each scene based on panorama content.,tour_id,Pending,,,
US-299,Virtual Tours,ai,POST /api/v1/ai/tours/{tour_id}/hotspots,Authenticated user,"As authenticated user, I want to suggest tour hotspots.",Get AI-suggested hotspots for all scenes in a tour. Analyzes all panoramas and suggests navigation hotspots to connect scenes.,tour_id,Pending,,,
US-300,Virtual Tours,ai,POST /api/v1/ai/tours/{tour_id}/optimize,Authenticated user,"As authenticated user, I want to optimize tour.",Optimize an existing tour using AI suggestions.,tour_id,Pending,,,
US-301,Virtual Tours,custom-domains,POST /api/v1/custom-domains,Authenticated user,"As authenticated user, I want to create custom domain.",Create a new custom domain. Returns the domain with a verification token that must be added as a DNS TXT record. [HTTP 201 on success],,Pending,,,
US-302,Virtual Tours,custom-domains,GET /api/v1/custom-domains,Authenticated user,"As authenticated user, I want to list custom domains.",List all custom domains for the current user.,,Pending,,,
US-303,Virtual Tours,custom-domains,GET /api/v1/custom-domains/{domain_id},Authenticated user,"As authenticated user, I want to get custom domain.",Get a specific custom domain by ID.,domain_id,Pending,,,
US-304,Virtual Tours,custom-domains,DELETE /api/v1/custom-domains/{domain_id},Authenticated user,"As authenticated user, I want to delete custom domain.",Delete a custom domain. [HTTP 204 on success],domain_id,Pending,,,
US-305,Virtual Tours,custom-domains,POST /api/v1/custom-domains/{domain_id}/verify,Authenticated user,"As authenticated user, I want to verify custom domain.",Trigger verification for a custom domain. Checks if the DNS TXT record has been added correctly. Returns verification status and instructions if not yet verified.,domain_id,Pending,,,
US-306,Virtual Tours,hotspots,GET /api/v1/hotspots/{hotspot_id},Authenticated user,"As authenticated user, I want to get hotspot.",Get a hotspot by ID.,hotspot_id,Pending,,,
US-307,Virtual Tours,hotspots,PATCH /api/v1/hotspots/{hotspot_id},Authenticated user,"As authenticated user, I want to update hotspot.","Update a hotspot's properties (partial update). Can update type, position, target scene, title, description, icon, and custom data. Only the fields provided in the request body will be updated. Note: Both PUT and PATCH are supported for backward compatibility. PATCH is the recommended method for partial updates.",hotspot_id,Pending,,,
US-308,Virtual Tours,hotspots,PUT /api/v1/hotspots/{hotspot_id},Authenticated user,"As authenticated user, I want to update hotspot.","Update a hotspot's properties (partial update). Can update type, position, target scene, title, description, icon, and custom data. Only the fields provided in the request body will be updated. Note: Both PUT and PATCH are supported for backward compatibility. PATCH is the recommended method for partial updates.",hotspot_id,Pending,,,
US-309,Virtual Tours,hotspots,DELETE /api/v1/hotspots/{hotspot_id},Authenticated user,"As authenticated user, I want to delete hotspot.",Delete a hotspot from a scene. [HTTP 204 on success],hotspot_id,Pending,,,
US-310,Virtual Tours,hotspots,PUT /api/v1/hotspots/{hotspot_id}/position,Authenticated user,"As authenticated user, I want to update hotspot position.",Update only the position of a hotspot. This is a convenience endpoint for drag-and-drop positioning in the editor.,hotspot_id,Pending,,,
US-311,Virtual Tours,public-tours,GET /api/v1/public/tours/{tour_id},Public,"As public, I want to get public tour.","Get a publicly accessible tour by ID. This endpoint is used by the public viewer and embed page. It does not require authentication but the tour must be: - Published (status = 'published') - Public (is_public = True) - Not deleted Optionally tracks view analytics (disable with track=false query param). Returns the complete tour structure including scenes and hotspots, ordered by scene order_index.","tour_id,track",Pending,,,
US-312,Virtual Tours,public-tours,POST /api/v1/public/tours/{tour_id}/events,Public,"As public, I want to track tour event.",Track an analytics event for a public tour. Event types: - view: Tour was loaded - scene_view: A specific scene was viewed - hotspot_click: A hotspot was clicked - share: Tour was shared - fullscreen: Fullscreen mode was toggled - vr_enter: VR mode was entered This endpoint does not require authentication.,"tour_id,event_type,scene_id,hotspot_id",Pending,,,
US-313,Virtual Tours,public-tours,POST /api/v1/public/tours/{tour_id}/like,Public,"As public, I want to like tour.",Increment the like count for a public tour. Rate-limited per IP to prevent count manipulation.,tour_id,Pending,,,
US-314,Virtual Tours,public-tours,DELETE /api/v1/public/tours/{tour_id}/like,Public,"As public, I want to unlike tour.",Decrement the like count for a public tour. Rate-limited per IP to prevent count manipulation.,tour_id,Pending,,,
US-315,Virtual Tours,public-tours,GET /api/v1/public/tours/{tour_id}/scenes,Public,"As public, I want to get public tour scenes.",Get all scenes for a publicly accessible tour. Returns scenes ordered by order_index with their hotspots.,tour_id,Pending,,,
US-316,Virtual Tours,scenes,GET /api/v1/scenes/{scene_id},Authenticated user,"As authenticated user, I want to get scene.",Get a scene by ID with all its hotspots.,scene_id,Pending,,,
US-317,Virtual Tours,scenes,PATCH /api/v1/scenes/{scene_id},Authenticated user,"As authenticated user, I want to update scene.","Update a scene's details. Can update title, description, image URLs, and metadata.",scene_id,Pending,,,
US-318,Virtual Tours,scenes,PUT /api/v1/scenes/{scene_id},Authenticated user,"As authenticated user, I want to update scene.","Update a scene's details. Can update title, description, image URLs, and metadata.",scene_id,Pending,,,
US-319,Virtual Tours,scenes,DELETE /api/v1/scenes/{scene_id},Authenticated user,"As authenticated user, I want to delete scene.",Delete a scene from a tour. This will also delete all hotspots associated with the scene. [HTTP 204 on success],scene_id,Pending,,,
US-320,Virtual Tours,scenes,GET /api/v1/scenes/{scene_id}/hotspots,Authenticated user,"As authenticated user, I want to list scene hotspots.",List all hotspots for a scene. Returns hotspots ordered by their order_index.,"scene_id,limit",Pending,,,
US-321,Virtual Tours,scenes,POST /api/v1/scenes/{scene_id}/hotspots,Authenticated user,"As authenticated user, I want to create scene hotspot.","Add a new hotspot to a scene. Hotspots can be navigation links, info popups, or media elements. [HTTP 201 on success]",scene_id,Pending,,,
US-322,Virtual Tours,tours,GET /api/v1/tours,Authenticated user,"As authenticated user, I want to list tours.",List all tours for the current user. Returns paginated list of tours with optional filtering by status and search.,"status,search",Pending,,,
US-323,Virtual Tours,tours,POST /api/v1/tours,Authenticated user,"As authenticated user, I want to create tour.",Create a new virtual tour. Creates a tour in draft status. Add scenes and hotspots before publishing. [HTTP 201 on success],,Pending,,,
US-324,Virtual Tours,tours,GET /api/v1/tours/{tour_id},Authenticated user,"As authenticated user, I want to get tour.",Get a tour by ID with all scenes and hotspots. Returns the complete tour structure including nested scenes and their hotspots.,tour_id,Pending,,,
US-325,Virtual Tours,tours,PATCH /api/v1/tours/{tour_id},Authenticated user,"As authenticated user, I want to update tour.","Update a tour's details. Can update title, description, settings, and other tour properties.",tour_id,Pending,,,
US-326,Virtual Tours,tours,PUT /api/v1/tours/{tour_id},Authenticated user,"As authenticated user, I want to update tour.","Update a tour's details. Can update title, description, settings, and other tour properties.",tour_id,Pending,,,
US-327,Virtual Tours,tours,DELETE /api/v1/tours/{tour_id},Authenticated user,"As authenticated user, I want to delete tour.",Delete a tour (soft delete). The tour is marked as deleted but not permanently removed from the database. [HTTP 204 on success],tour_id,Pending,,,
US-328,Virtual Tours,tours,GET /api/v1/tours/{tour_id}/analytics,Authenticated user,"As authenticated user, I want to get tour analytics.","Get analytics data for a tour. Returns view counts, engagement metrics, device breakdown, and daily views.","tour_id,start_date,end_date",Pending,,,
US-329,Virtual Tours,tours,POST /api/v1/tours/{tour_id}/duplicate,Authenticated user,"As authenticated user, I want to duplicate tour.",Duplicate an existing tour. Creates a complete copy of the tour including all scenes and hotspots. The new tour will be in draft status. [HTTP 201 on success],tour_id,Pending,,,
US-330,Virtual Tours,floor-plans,GET /api/v1/tours/{tour_id}/floor-plans,Authenticated user,"As authenticated user, I want to list floor plans.",List all floor plans for a tour. Returns floor plans ordered by floor number.,"tour_id,limit",Pending,,,
US-331,Virtual Tours,floor-plans,POST /api/v1/tours/{tour_id}/floor-plans,Authenticated user,"As authenticated user, I want to create floor plan.",Create a new floor plan for a tour. Floor plans can include an image and markers that link to scenes. [HTTP 201 on success],tour_id,Pending,,,
US-332,Virtual Tours,floor-plans,GET /api/v1/tours/{tour_id}/floor-plans/{floor_plan_id},Authenticated user,"As authenticated user, I want to get floor plan.",Get a floor plan by ID.,"tour_id,floor_plan_id",Pending,,,
US-333,Virtual Tours,floor-plans,PUT /api/v1/tours/{tour_id}/floor-plans/{floor_plan_id},Authenticated user,"As authenticated user, I want to update floor plan.","Update a floor plan's properties. Can update name, image URL, floor number, and markers.","tour_id,floor_plan_id",Pending,,,
US-334,Virtual Tours,floor-plans,DELETE /api/v1/tours/{tour_id}/floor-plans/{floor_plan_id},Authenticated user,"As authenticated user, I want to delete floor plan.",Delete a floor plan from a tour. [HTTP 204 on success],"tour_id,floor_plan_id",Pending,,,
US-335,Virtual Tours,floor-plans,PUT /api/v1/tours/{tour_id}/floor-plans/{floor_plan_id}/markers,Authenticated user,"As authenticated user, I want to update floor plan markers.",Update only the markers on a floor plan. This is a convenience endpoint for marker placement in the editor.,"tour_id,floor_plan_id",Pending,,,
US-336,Virtual Tours,tours,GET /api/v1/tours/{tour_id}/heatmap,Authenticated user,"As authenticated user, I want to get tour heatmap.",Get aggregated heatmap data for a tour. Returns heatmap points grouped by scene with intensity values for visualization of user interaction patterns.,"tour_id,scene_id,start_date,end_date",Pending,,,
US-337,Virtual Tours,tours,POST /api/v1/tours/{tour_id}/publish,Authenticated user,"As authenticated user, I want to publish tour.",Publish a tour to make it publicly accessible. Sets the tour status to 'published' and records the publish timestamp.,tour_id,Pending,,,
US-338,Virtual Tours,tours,GET /api/v1/tours/{tour_id}/qr-code,Authenticated user,"As authenticated user, I want to get tour QR code.",Generate a QR code for the tour URL. Returns a PNG image of the QR code that links to the public tour page.,"tour_id,size",Pending,,,
US-339,Virtual Tours,tours,GET /api/v1/tours/{tour_id}/scenes,Authenticated user,"As authenticated user, I want to list tour scenes.",List all scenes for a tour. Returns scenes ordered by their order_index.,"tour_id,limit",Pending,,,
US-340,Virtual Tours,tours,POST /api/v1/tours/{tour_id}/scenes,Authenticated user,"As authenticated user, I want to create tour scene.",Add a new scene to a tour. The scene will be added at the end of the tour's scene list. [HTTP 201 on success],tour_id,Pending,,,
US-341,Virtual Tours,tours,POST /api/v1/tours/{tour_id}/scenes/reorder,Authenticated user,"As authenticated user, I want to reorder tour scenes.",Reorder scenes within a tour. Provide the scene IDs in the desired order.,tour_id,Pending,,,
US-342,Virtual Tours,tours,PUT /api/v1/tours/{tour_id}/scenes/reorder,Authenticated user,"As authenticated user, I want to reorder tour scenes.",Reorder scenes within a tour. Provide the scene IDs in the desired order.,tour_id,Pending,,,
US-343,Virtual Tours,tours,POST /api/v1/tours/{tour_id}/unpublish,Authenticated user,"As authenticated user, I want to unpublish tour.",Unpublish a tour to make it private again. Sets the tour status back to 'draft'.,tour_id,Pending,,,
US-344,Auth & Identity,oauth,GET /.well-known/oauth-authorization-server,Public,"As public, I want to get authorization server metadata.",OAuth AS metadata at root path (without issuer suffix) for broad client compatibility.,,Pending,,,
US-345,Auth & Identity,oauth,GET /.well-known/oauth-authorization-server/mcp/oauth,Public,"As public, I want to get authorization server metadata.",OAuth 2.1 Authorization Server Metadata for the MCP OAuth issuer.,,Pending,,,
US-346,Auth & Identity,oauth,GET /.well-known/oauth-protected-resource,Public,"As public, I want to get protected resource metadata.",OAuth 2.0 Protected Resource Metadata (RFC 9728).,,Pending,,,
US-347,Auth & Identity,oauth,GET /.well-known/oauth-protected-resource/mcp,Public,"As public, I want to get protected resource metadata.",OAuth 2.0 Protected Resource Metadata (RFC 9728).,,Pending,,,
US-348,Auth & Identity,oauth,GET /.well-known/oauth-protected-resource/mcp-admin,Public,"As public, I want to get admin protected resource metadata.",Protected resource metadata for the /mcp-admin endpoint.,,Pending,,,
US-349,Auth & Identity,oauth,GET /.well-known/openid-configuration,Public,"As public, I want to get OpenID configuration.",OpenID Connect discovery endpoint (alias for OAuth AS metadata).,,Pending,,,
US-350,Auth & Identity,oauth,GET /.well-known/openid-configuration/mcp/oauth,Public,"As public, I want to get OpenID configuration.",OpenID Connect discovery at alternative path format.,,Pending,,,
US-351,Core / Platform,core,GET /api/v1/health,Public,"As public, I want to redirect /api/v1/health to the root /health endpoint.",Redirect /api/v1/health to the root /health endpoint.,,Pending,,,
US-352,Auth & Identity,oauth,GET /mcp/oauth/.well-known/openid-configuration,Public,"As public, I want to get OpenID configuration.",OpenID Connect discovery at issuer-appended path.,,Pending,,,
US-353,Auth & Identity,oauth,GET /mcp/oauth/authorize,Public,"As public, I want to oAuth authorize.",OAuth 2.1 Authorization Endpoint.,"response_type,client_id,redirect_uri,scope,state,code_challenge,code_challenge_method,resource",Pending,,,
US-354,Auth & Identity,oauth,GET /mcp/oauth/callback,Public,"As public, I want to oAuth callback.",Handle OAuth callback for MCP clients.,"code,state,iss",Pending,,,
US-355,Auth & Identity,oauth,GET /mcp/oauth/consent,Public,"As public, I want to oAuth consent page.",OAuth consent and login page.,session,Pending,,,
US-356,Auth & Identity,oauth,POST /mcp/oauth/consent,Public,"As public, I want to process OAuth consent.",Process OAuth consent and login.,,Pending,,,
US-357,Auth & Identity,oauth,POST /mcp/oauth/register,Public,"As public, I want to register OAuth client.",RFC 7591 Dynamic Client Registration Endpoint.,,Pending,,,
US-358,Auth & Identity,oauth,POST /mcp/oauth/revoke,Public,"As public, I want to revoke OAuth token.",RFC 7009 OAuth token revocation endpoint.,,Pending,,,
US-359,Auth & Identity,oauth,POST /mcp/oauth/token,Public,"As public, I want to oAuth token endpoint.",OAuth 2.1 Token Endpoint.,,Pending,,,
